0,1,2
2,0.09640758897552767,1306
3,0.09590916186132886,1178
4,0.09434150166606584,1042
5,0.09206593487890534,1256
6,0.08973800905785856,1731
7,0.08710657860044363,2031
8,0.08527144421964164,2496
9,0.08327040907413244,2594
10,0.08002879280586128,3101
11,0.07611521097551192,3719
12,0.07198511643722061,4553
13,0.06799699533110905,5143
14,0.06476283929780953,5600
15,0.060899681641766054,5869
16,0.056212239205555695,6038
17,0.05255433105832064,6433
18,0.04787384220513755,7048
19,0.043779329885494635,7428
20,0.03879745959256205,7564
21,0.03637316995472379,7635
22,0.03540911532817135,7692
23,0.0345260997419205,7742
24,0.03404492847334228,7779
25,0.03356029246566553,7823
26,0.03273046872300908,7923
27,0.03214085356442929,7999
28,0.03182191453750055,7993
29,0.03144478199736704,8012
30,0.03092096364536802,8048

